chunk_id,parent_id,source,chunk_type,title,location,industry,text,metadata
profile_233396,233396,profile,profile,"regulatory affairs manager, compliance specialist, legal research analyst",,,"Candidate Profile Experience: 0 years Core Skills: - regulatory affairs (advanced beginner) - legal research (advanced beginner) - fda compliance (beginner) Secondary Skills: - brand marketing (beginner) - westlaw (beginner) Soft Skills: Potential Roles: regulatory affairs manager, compliance specialist, legal research analyst Professional Summary: The candidate demonstrates exposure to regulatory affairs and legal research within the cosmetics industry, with some experience related to FDA compliance. They show familiarity with brand marketing and legal research tools such as Westlaw. While specific years of experience and formal qualifications are not provided, the profile suggests a foundational understanding of regulatory and compliance topics relevant to cosmetics. The candidate appears suited for roles involving regulatory affairs management and compliance advisory functions.","{""candidate_id"": ""233396"", ""chunk_type"": ""profile"", ""experience"": ""0"", ""parent_id"": ""233396"", ""roles"": [""regulatory affairs manager"", ""compliance specialist"", ""legal research analyst""], ""skills"": [""regulatory affairs"", ""legal research"", ""fda compliance"", ""brand marketing"", ""westlaw""], ""source"": ""profile""}"
profile_231999,231999,profile,profile,"junior software engineer, junior web developer, entry-level programmer",,,"Candidate Profile Experience: 0 years Core Skills: - java (beginner) - python (beginner) - html (beginner) Secondary Skills: Soft Skills: Potential Roles: junior software engineer, junior web developer, entry-level programmer Professional Summary: The candidate demonstrates basic knowledge of Java, Python, and HTML, indicating foundational programming skills suitable for entry-level roles. There is no explicit evidence of professional experience, qualifications, or soft skills, suggesting a profile at the early stage of a software development career.","{""candidate_id"": ""231999"", ""chunk_type"": ""profile"", ""experience"": ""0"", ""parent_id"": ""231999"", ""roles"": [""junior software engineer"", ""junior web developer"", ""entry-level programmer""], ""skills"": [""java"", ""python"", ""html""], ""source"": ""profile""}"
profile_232193,232193,profile,profile,"software engineer, backend developer, web developer",,,"Candidate Profile Experience: 0 years Core Skills: - java (beginner) - python (beginner) - html (beginner) Secondary Skills: Soft Skills: Potential Roles: software engineer, backend developer, web developer Professional Summary: The candidate demonstrates basic knowledge of Java, Python, and HTML, indicating foundational programming skills suitable for entry-level software development roles. There is no explicit evidence of secondary or soft skills, nor details on experience or qualifications, suggesting early career stage or limited information provided. Potential roles include software engineering and web development positions that require fundamental coding abilities.","{""candidate_id"": ""232193"", ""chunk_type"": ""profile"", ""experience"": ""0"", ""parent_id"": ""232193"", ""roles"": [""software engineer"", ""backend developer"", ""web developer""], ""skills"": [""java"", ""python"", ""html""], ""source"": ""profile""}"
profile_232048,232048,profile,profile,"software engineer, backend developer, web developer",,,"Candidate Profile Experience: 0 years Core Skills: - java (beginner) - python (beginner) - html (beginner) Secondary Skills: Soft Skills: Potential Roles: software engineer, backend developer, web developer Professional Summary: The candidate demonstrates basic knowledge of Java, Python, and HTML, indicating foundational programming skills suitable for entry-level software development roles. There is no explicit evidence of secondary or soft skills, nor details on experience or qualifications, suggesting early career stage or limited project exposure. Potential roles include software engineering and web development positions that require fundamental coding abilities.","{""candidate_id"": ""232048"", ""chunk_type"": ""profile"", ""experience"": ""0"", ""parent_id"": ""232048"", ""roles"": [""software engineer"", ""backend developer"", ""web developer""], ""skills"": [""java"", ""python"", ""html""], ""source"": ""profile""}"
profile_232204,232204,profile,profile,"software engineer, backend developer, web developer",,,"Candidate Profile Experience: 0 years Core Skills: - java (beginner) - python (beginner) - html (beginner) Secondary Skills: Soft Skills: Potential Roles: software engineer, backend developer, web developer Professional Summary: The candidate demonstrates basic knowledge of Java, Python, and HTML, indicating foundational programming skills suitable for entry-level roles in software development or web development. Due to the absence of detailed experience, qualifications, or demonstrated soft skills, the profile suggests a beginner-level professional likely seeking opportunities to develop practical expertise in coding and software projects.","{""candidate_id"": ""232204"", ""chunk_type"": ""profile"", ""experience"": ""0"", ""parent_id"": ""232204"", ""roles"": [""software engineer"", ""backend developer"", ""web developer""], ""skills"": [""java"", ""python"", ""html""], ""source"": ""profile""}"
profile_232385,232385,profile,profile,"junior software engineer, entry-level developer, trainee programmer",,,"Candidate Profile Experience: 0 years Core Skills: - java (beginner) - python (beginner) - html (beginner) Secondary Skills: Soft Skills: Potential Roles: junior software engineer, entry-level developer, trainee programmer Professional Summary: The candidate demonstrates basic knowledge of Java, Python, and HTML, indicating foundational programming skills. Due to the lack of detailed experience, qualifications, or demonstrated soft skills, the profile suggests an entry-level or junior role in software development or programming. Further information would be needed to assess proficiency and suitability for more advanced positions.","{""candidate_id"": ""232385"", ""chunk_type"": ""profile"", ""experience"": ""0"", ""parent_id"": ""232385"", ""roles"": [""junior software engineer"", ""entry-level developer"", ""trainee programmer""], ""skills"": [""java"", ""python"", ""html""], ""source"": ""profile""}"
profile_232429,232429,profile,profile,"junior software engineer, entry-level backend developer, entry-level web developer",,,"Candidate Profile Experience: 0 years Core Skills: - java (beginner) - python (beginner) - html (beginner) Secondary Skills: Soft Skills: Potential Roles: junior software engineer, entry-level backend developer, entry-level web developer Professional Summary: The candidate demonstrates basic knowledge of Java, Python, and HTML, indicating foundational programming skills suitable for entry-level software development roles. There is no explicit evidence of secondary or soft skills, nor details on experience or qualifications, suggesting a profile at the early stage of a technical career.","{""candidate_id"": ""232429"", ""chunk_type"": ""profile"", ""experience"": ""0"", ""parent_id"": ""232429"", ""roles"": [""junior software engineer"", ""entry-level backend developer"", ""entry-level web developer""], ""skills"": [""java"", ""python"", ""html""], ""source"": ""profile""}"
profile_232936,232936,profile,profile,"software engineer, full stack developer, backend developer, data analyst",,,"Candidate Profile Experience: 1 years Core Skills: - python (advanced beginner) - java (advanced beginner) - c++ (advanced beginner) - javascript (advanced beginner) - sql (advanced beginner) Secondary Skills: - react.js (advanced beginner) - node.js (advanced beginner) - express.js (advanced beginner) - next.js (beginner) - django (beginner) - tailwind (beginner) - redux (beginner) - zustand (beginner) - numpy (beginner) - pandas (beginner) - power bi (beginner) - git (advanced beginner) - docker (beginner) - postman (beginner) - aws (beginner) - mysql (advanced beginner) - mongodb (beginner) - firebase (beginner) - rest api (advanced beginner) Soft Skills: Potential Roles: software engineer, full stack developer, backend developer, data analyst Professional Summary: The candidate demonstrates foundational proficiency in core programming languages including Python, Java, C++, JavaScript, and SQL, supported by academic qualifications in computer science. They have exposure to popular frameworks and libraries such as React.js, Node.js, and Django, alongside tools like Git, Docker, and AWS, indicating a broad technical base suitable for software development and data-related roles. While soft skills are not explicitly evidenced, the candidate’s academic progression and diverse technical skill set suggest a capacity for learning and adapting in technical environments.","{""candidate_id"": ""232936"", ""chunk_type"": ""profile"", ""experience"": ""1"", ""parent_id"": ""232936"", ""roles"": [""software engineer"", ""full stack developer"", ""backend developer"", ""data analyst""], ""skills"": [""python"", ""java"", ""c++"", ""javascript"", ""sql"", ""react.js"", ""node.js"", ""express.js"", ""next.js"", ""django"", ""tailwind"", ""redux"", ""zustand"", ""numpy"", ""pandas"", ""power bi"", ""git"", ""docker"", ""postman"", ""aws"", ""mysql"", ""mongodb"", ""firebase"", ""rest api""], ""source"": ""profile""}"
profile_234129,234129,profile,profile,"cloud technical support analyst, service desk analyst, system administrator (entry-level), technical support engineer",,,"Candidate Profile Experience: 1 years Core Skills: - servicenow (competent) - active directory (competent) - microsoft entra id (azure active directory) - windows server (advanced beginner) - sql (advanced beginner) Secondary Skills: - vpn connectivity (advanced beginner) - network access (advanced beginner) - remote desktop tools (rdp (unknown) - globalprotect) (advanced beginner) - sailpoint (identity governance) - sap validation (beginner) - ms excel (advanced beginner) Soft Skills: - problem solving (competent) - communication (competent) - teamwork (competent) Potential Roles: cloud technical support analyst, service desk analyst, system administrator (entry-level), technical support engineer Professional Summary: The candidate demonstrates competent skills in ServiceNow, Active Directory, and Microsoft Entra ID with practical experience in service desk operations and cloud support. They show advanced beginner proficiency in Windows Server and SQL, alongside foundational knowledge of VPN, network access, and identity governance tools. The profile reflects strong problem-solving, communication, and teamwork abilities evidenced by ticket management improvements and collaboration with infrastructure teams. The candidate is actively upskilling in Microsoft Azure and Microsoft 365 administration, indicating a commitment to growth in cloud and system administration roles. Their educational background in data science and engineering complements their technical support expertise.","{""candidate_id"": ""234129"", ""chunk_type"": ""profile"", ""experience"": ""1"", ""parent_id"": ""234129"", ""roles"": [""cloud technical support analyst"", ""service desk analyst"", ""system administrator (entry-level)"", ""technical support engineer""], ""skills"": [""servicenow"", ""active directory"", ""microsoft entra id"", ""windows server"", ""sql"", ""vpn connectivity"", ""network access"", ""remote desktop tools (rdp"", ""globalprotect)"", ""sailpoint"", ""sap validation"", ""ms excel"", ""problem solving"", ""communication"", ""teamwork""], ""source"": ""profile""}"
profile_234183,234183,profile,profile,"software engineer, full stack developer, backend developer, data analyst",,,"Candidate Profile Experience: 1 years Core Skills: - python (advanced beginner) - java (advanced beginner) - c++ (advanced beginner) - javascript (advanced beginner) - sql (advanced beginner) Secondary Skills: - react.js (advanced beginner) - node.js (advanced beginner) - express.js (advanced beginner) - next.js (beginner) - django (beginner) - tailwind (beginner) - redux (beginner) - zustand (beginner) - numpy (beginner) - pandas (beginner) - power bi (beginner) - git (advanced beginner) - docker (beginner) - postman (beginner) - aws (beginner) - mysql (advanced beginner) - mongodb (beginner) - firebase (beginner) - rest api (advanced beginner) Soft Skills: Potential Roles: software engineer, full stack developer, backend developer, data analyst Professional Summary: The candidate demonstrates foundational proficiency in core programming languages including Python, Java, C++, JavaScript, and SQL, supported by academic qualifications in computer science. They have exposure to popular frameworks and libraries such as React.js, Node.js, and Django, alongside tools like Git, Docker, and AWS, indicating a broad technical base suitable for software development and data-related roles. While primarily at an advanced beginner level, the candidate appears capable of handling routine tasks and contributing to projects under guidance. No explicit soft skills are evidenced in the profile.","{""candidate_id"": ""234183"", ""chunk_type"": ""profile"", ""experience"": ""1"", ""parent_id"": ""234183"", ""roles"": [""software engineer"", ""full stack developer"", ""backend developer"", ""data analyst""], ""skills"": [""python"", ""java"", ""c++"", ""javascript"", ""sql"", ""react.js"", ""node.js"", ""express.js"", ""next.js"", ""django"", ""tailwind"", ""redux"", ""zustand"", ""numpy"", ""pandas"", ""power bi"", ""git"", ""docker"", ""postman"", ""aws"", ""mysql"", ""mongodb"", ""firebase"", ""rest api""], ""source"": ""profile""}"
profile_230631,230631,profile,profile,"software engineer, backend developer, web developer",,,"Candidate Profile Experience: 0 years Core Skills: - java (beginner) - python (beginner) - html (beginner) Secondary Skills: Soft Skills: Potential Roles: software engineer, backend developer, web developer Professional Summary: The candidate demonstrates basic knowledge of Java, Python, and HTML, indicating foundational programming skills suitable for entry-level software development roles. There is no explicit evidence of secondary or soft skills, nor details on experience or qualifications, suggesting early career stage or limited information provided. Potential roles include software engineering and web development positions that require fundamental coding abilities.","{""candidate_id"": ""230631"", ""chunk_type"": ""profile"", ""experience"": ""0"", ""parent_id"": ""230631"", ""roles"": [""software engineer"", ""backend developer"", ""web developer""], ""skills"": [""java"", ""python"", ""html""], ""source"": ""profile""}"
profile_234600,234600,profile,profile,"software engineer, full stack developer, backend developer, data analyst",,,"Candidate Profile Experience: 1 years Core Skills: - python (advanced beginner) - java (advanced beginner) - c++ (advanced beginner) - javascript (advanced beginner) - sql (advanced beginner) Secondary Skills: - react.js (advanced beginner) - node.js (advanced beginner) - express.js (advanced beginner) - next.js (beginner) - django (beginner) - tailwind (beginner) - redux (beginner) - zustand (beginner) - numpy (beginner) - pandas (beginner) - power bi (beginner) - git (advanced beginner) - docker (beginner) - postman (beginner) - aws (beginner) - mysql (advanced beginner) - mongodb (beginner) - firebase (beginner) - rest api (advanced beginner) Soft Skills: Potential Roles: software engineer, full stack developer, backend developer, data analyst Professional Summary: The candidate demonstrates foundational proficiency in core programming languages including Python, Java, C++, JavaScript, and SQL, supported by academic projects and coursework. They have exposure to popular frameworks and libraries such as React.js, Node.js, and Express.js, alongside experience with databases like MySQL and MongoDB. Familiarity with tools like Git, Docker, and AWS suggests a developing understanding of modern development and deployment practices. The candidate’s educational background in computer science underpins their technical skills, positioning them well for roles in software engineering and full stack development.","{""candidate_id"": ""234600"", ""chunk_type"": ""profile"", ""experience"": ""1"", ""parent_id"": ""234600"", ""roles"": [""software engineer"", ""full stack developer"", ""backend developer"", ""data analyst""], ""skills"": [""python"", ""java"", ""c++"", ""javascript"", ""sql"", ""react.js"", ""node.js"", ""express.js"", ""next.js"", ""django"", ""tailwind"", ""redux"", ""zustand"", ""numpy"", ""pandas"", ""power bi"", ""git"", ""docker"", ""postman"", ""aws"", ""mysql"", ""mongodb"", ""firebase"", ""rest api""], ""source"": ""profile""}"
profile_234593,234593,profile,profile,"software engineer, full stack developer, backend developer, data analyst",,,"Candidate Profile Experience: 1 years Core Skills: - python (advanced beginner) - java (advanced beginner) - c++ (advanced beginner) - javascript (advanced beginner) - sql (advanced beginner) Secondary Skills: - react.js (advanced beginner) - node.js (advanced beginner) - express.js (advanced beginner) - next.js (beginner) - django (beginner) - tailwind (beginner) - redux (beginner) - zustand (beginner) - numpy (beginner) - pandas (beginner) - power bi (beginner) - git (advanced beginner) - docker (beginner) - postman (beginner) - aws (beginner) - mysql (advanced beginner) - mongodb (beginner) - firebase (beginner) - rest api (advanced beginner) Soft Skills: Potential Roles: software engineer, full stack developer, backend developer, data analyst Professional Summary: The candidate demonstrates foundational proficiency in core programming languages including Python, Java, C++, JavaScript, and SQL, supported by academic qualifications in computer science. They have exposure to popular frameworks and libraries such as React.js, Node.js, and Django, alongside tools like Git, Docker, and AWS, indicating a broad technical base suitable for software development and data-related roles. While primarily at an advanced beginner level, the candidate shows capability to work independently on routine tasks and projects. No explicit soft skills are evidenced in the profile.","{""candidate_id"": ""234593"", ""chunk_type"": ""profile"", ""experience"": ""1"", ""parent_id"": ""234593"", ""roles"": [""software engineer"", ""full stack developer"", ""backend developer"", ""data analyst""], ""skills"": [""python"", ""java"", ""c++"", ""javascript"", ""sql"", ""react.js"", ""node.js"", ""express.js"", ""next.js"", ""django"", ""tailwind"", ""redux"", ""zustand"", ""numpy"", ""pandas"", ""power bi"", ""git"", ""docker"", ""postman"", ""aws"", ""mysql"", ""mongodb"", ""firebase"", ""rest api""], ""source"": ""profile""}"
profile_234927,234927,profile,profile,"software engineer, full stack developer, backend developer, data analyst",,,"Candidate Profile Experience: 1 years Core Skills: - python (competent) - java (competent) - c++ (competent) - javascript (competent) - sql (competent) Secondary Skills: - react.js (competent) - node.js (competent) - express.js (competent) - next.js (beginner) - django (beginner) - tailwind (beginner) - redux (beginner) - zustand (beginner) - numpy (competent) - pandas (competent) - power bi (beginner) - git (competent) - docker (beginner) - postman (beginner) - aws (beginner) - mysql (competent) - mongodb (beginner) - firebase (beginner) - rest api (competent) - html (competent) - css (competent) - data structures (competent) - algorithms (competent) Soft Skills: Potential Roles: software engineer, full stack developer, backend developer, data analyst Professional Summary: The candidate demonstrates competent proficiency in core programming languages including Python, Java, C++, JavaScript, and SQL, supported by solid knowledge of data structures and algorithms. They have practical experience with popular frameworks and libraries such as React.js, Node.js, and Express.js, alongside exposure to Django and Next.js. Their secondary skills include data analysis tools like NumPy, Pandas, and Power BI, as well as familiarity with cloud and container technologies such as AWS and Docker. The candidate holds a Master’s and Bachelor’s degree in computer science-related fields and appears well-suited for roles in software engineering, full stack development, backend development, and data analysis. No explicit soft skills are evidenced in the profile.","{""candidate_id"": ""234927"", ""chunk_type"": ""profile"", ""experience"": ""1"", ""parent_id"": ""234927"", ""roles"": [""software engineer"", ""full stack developer"", ""backend developer"", ""data analyst""], ""skills"": [""python"", ""java"", ""c++"", ""javascript"", ""sql"", ""react.js"", ""node.js"", ""express.js"", ""next.js"", ""django"", ""tailwind"", ""redux"", ""zustand"", ""numpy"", ""pandas"", ""power bi"", ""git"", ""docker"", ""postman"", ""aws"", ""mysql"", ""mongodb"", ""firebase"", ""rest api"", ""html"", ""css"", ""data structures"", ""algorithms""], ""source"": ""profile""}"
